Tennis;Sports, Tennis;0;2016-05-01 20:00:00;660;Cable;TENN
Premier League Match of the Day;Sports, Soccer;0;2016-05-02 04:00:00;60;Cable;NBCSN
The Walking Dead;Drama;0;2016-05-02 04:00:00;60;Cable;NBCUN
Wallykazam!;Children;0;2016-05-02 04:00:00;24;Cable;NICKJ
Friends;Sitcom;0;2016-05-02 04:00:00;33;Cable;NTOO
Friends;Sitcom;0;2016-05-02 04:00:00;33;Cable;NICK
SpongeBob SquarePants;Children;0;2016-05-02 04:00:00;30;Cable;NICK
Extreme Weight Loss;Reality TV;0;2016-05-02 04:00:00;120;Cable;OWN
Archer's Choice;Sports, Outdoors;0;2016-05-02 04:00:00;30;Cable;OUT
Movie;Movies, Adventure;3;2016-05-02 04:00:00;145;Cable;MAX7
Living With Funny;Comedy;0;2016-05-02 04:00:00;30;Cable;OXY
Track & Field;Sports, Track & Field;0;2016-05-02 04:00:00;120;Cable;PAC12
Call the Midwife;Drama;0;2016-05-02 04:00:00;60;Broadcast;PBSHD
Nature;Documentary;0;2016-05-02 04:00:00;60;Broadcast;World
Movie;Movies, Family;2;2016-05-02 04:00:00;90;Cable;PET
Movie;Movies, Comedy;2;2016-05-02 04:00:00;120;Cable;POP
Animal Atlas;Animals;0;2016-05-02 04:00:00;30;Broadcast;QUBO
Gentle Giants;Animals;0;2016-05-02 04:00:00;30;Cable;RFD
Dice;Comedy, Adult;0;2016-05-02 04:00:00;30;Cable;SHO
Movie;Movies, Action;0;2016-05-02 04:00:00;130;Cable;SHO2
Movie;Movies, Comedy/Drama;0;2016-05-02 04:00:00;95;Cable;SHOWEX
Movie;Movies, Sci-Fi;0;2016-05-02 04:00:00;90;Cable;NEXT
Bar Rescue;Reality TV;0;2016-05-02 04:00:00;60;Cable;SPIKE
Astroblast;Children;0;2016-05-02 04:00:00;30;Broadcast;SPRT
Movie;Movies, Action;4;2016-05-02 04:00:00;140;Cable;BSTZ
Movie;Movies, Thriller;3;2016-05-02 04:00:00;180;Cable;SUND
Movie;Movies, Action;2;2016-05-02 04:00:00;150;Cable;SYFY
NASA Aerospace Week;Science;0;2016-05-02 04:00:00;60;Cable;TEACH
All Grown Up;Children;0;2016-05-02 04:00:00;30;Cable;TNICK
Movie;Movies, Animated;0;2016-05-02 04:00:00;90;Broadcast;MUN
Unwrapped;Food;0;2016-05-02 04:00:00;30;Cable;COOK
Tornado Alley;Science;0;2016-05-02 04:00:00;60;Cable;WEA
America's Auction Network;Paid Program;0;2016-05-02 04:00:00;360;Cable;TWCS
Movie;Movies, Suspense;2;2016-05-02 04:00:00;125;Cable;TMC
Food Paradise;Food;0;2016-05-02 04:00:00;60;Cable;TRAVEL
Movie;Movies;0;2016-05-02 04:00:00;135;Cable;TCM
The Jim Gaffigan Show;Comedy;0;2016-05-02 04:00:00;5;Cable;TVLAND
Unsung;Biography;0;2016-05-02 04:00:00;60;Cable;TV1
Movie;Movies, Christmas, Comedy/Drama;0;2016-05-02 04:00:00;120;Broadcast;UniME
Republica deportiva;Sports, News;0;2016-05-02 04:00:00;60;Broadcast;UNI
Street Outlaws: New Orleans;Reality TV;0;2016-05-02 04:00:00;60;Cable;VELO
Huang's World;Food;0;2016-05-02 04:00:00;60;Cable;VICE
Los Nuevos Detectives;Drama;0;2016-05-02 04:00:00;60;Broadcast;V-ME
CSI: Miami;Drama;0;2016-05-02 04:00:00;60;Cable;WE
CenterStage;Sports, Baseball;0;2016-05-02 04:00:00;60;Cable;YES
Movie;Movies, Crime Story;2;2016-05-02 04:00:00;120;Broadcast;YOUTOO
Naked and Afraid;Reality TV;0;2016-05-02 04:01:00;61;Cable;DISC
American Pickers;Documentary;0;2016-05-02 04:01:00;60;Cable;HIST
Law & Order: Special Victims Unit;Drama;0;2016-05-02 04:01:00;60;Cable;USA
Fear the Walking Dead;Drama;0;2016-05-02 04:02:00;61;Cable;AMC
MythBusters;Science;0;2016-05-02 04:02:00;61;Cable;SCI
Long Lost Family;Reality TV;0;2016-05-02 04:02:00;60;Cable;TLC
TruTV's Top Funniest;Comedy;0;2016-05-02 04:02:00;30;Cable;TRUTV-HD
Intervention;Docu-Series;0;2016-05-02 04:03:00;60;Cable;A&E
Daniel Tosh: People Pleaser;Comedy;0;2016-05-02 04:04:00;64;Cable;COMC
Movie;Movies, Adventure;3;2016-05-02 04:05:00;90;Cable;HBO4
The King of Queens;Sitcom;0;2016-05-02 04:05:00;25;Cable;TVLAND
River Monsters: How to Catch a River Monster;Animals;0;2016-05-02 04:06:00;63;Cable;ANPL
Movie;Movies, Action;2;2016-05-02 04:10:00;130;Cable;SHOFZ
Movie;Movies, Comedy/Drama;2;2016-05-02 04:10:00;110;Cable;SHO-WE
Aqua Something You Know Whatever;Animated;0;2016-05-02 04:15:00;15;Cable;TOON
Movie;Movies, Suspense;2;2016-05-02 04:20:00;125;Cable;HBO4
Bubble Guppies;Children;0;2016-05-02 04:24:00;24;Cable;NICKJ
Movie;Movies, Drama;2;2016-05-02 04:25:00;140;Cable;EDGE
Mickey Mouse Shorts;Animated;0;2016-05-02 04:26:00;4;Cable;DISNXD
Movie;Movies, Drama;3;2016-05-02 04:26:00;169;Cable;FXM
The Jeffersons;Sitcom;0;2016-05-02 04:30:00;30;Broadcast;Antenna
World Business Report;Business;0;2016-05-02 04:30:00;15;Cable;BBCW
Danny Davis Ministries;Religious;0;2016-05-02 04:30:00;30;Cable;BET
Tom & Jerry;Children, Animated;0;2016-05-02 04:30:00;30;Cable;BOOM
The Venture Bros.;Animated;0;2016-05-02 04:30:00;30;Cable;TOON
Cops: Reloaded;Reality TV;0;2016-05-02 04:30:00;30;Cable;CMTUS
Style by Jury;Fashion;0;2016-05-02 04:30:00;30;Cable;COSMO
Annabel Langbein: The Free Range Cook;Food;0;2016-05-02 04:30:00;30;Broadcast;CREATE
Brian Carn;Religious;0;2016-05-02 04:30:00;30;Broadcast;DSTAR
The Phil Silvers Show;Sitcom;0;2016-05-02 04:30:00;30;Broadcast;Decades
DC Cupcakes;Reality TV;0;2016-05-02 04:30:00;30;Cable;DFC
Jessie;Sitcom;0;2016-05-02 04:30:00;30;Cable;DISN
Jake and the Never Land Pirates;Animated;0;2016-05-02 04:30:00;30;Cable;DISNJR
Pickle and Peanut;Animated;0;2016-05-02 04:30:00;30;Cable;DISNXD
SportsCenter;Sports, News;0;2016-05-02 04:30:00;90;Cable;ESPN
Ftbol Picante;Sports, Discussion, Soccer;0;2016-05-02 04:30:00;60;Cable;ESPND
E:60 Profile;Sports, Miscellaneous;0;2016-05-02 04:30:00;30;Cable;ESPNN
The Monkees;Sitcom;0;2016-05-02 04:30:00;30;Broadcast;FAMN
Auto Racing;Sports, Auto Racing;0;2016-05-02 04:30:00;150;Cable;FS1
Dr. David Jeremiah;Religious;0;2016-05-02 04:30:00;30;Cable;FREE
Movie;Movies, Action;2;2016-05-02 04:30:00;120;Cable;FUSE
Archer;Animated;0;2016-05-02 04:30:00;30;Cable;FXX
Flea Market Flip;Home;0;2016-05-02 04:30:00;30;Cable;GAC
Los Super Perez;Drama;0;2016-05-02 04:30:00;30;Broadcast;GALA
Baggage;Game Shows;0;2016-05-02 04:30:00;30;Cable;GSN
The Golden Girls;Sitcom;0;2016-05-02 04:30:00;30;Cable;HALL
Veep;Drama;0;2016-05-02 04:30:00;30;Cable;HBO
Movie;Movies, Drama;0;2016-05-02 04:30:00;100;Cable;HBO2
Caribbean Life;Home;0;2016-05-02 04:30:00;30;Cable;HGTV
Forensic Files;Docu-Series;0;2016-05-02 04:30:00;30;Cable;HLN
Quick Pitch;Sports, Baseball;0;2016-05-02 04:30:00;60;Cable;MLB
Movie;Movies, Mystery;0;2016-05-02 04:30:00;85;Cable;MAX2
The Wayans Brothers;Sitcom;0;2016-05-02 04:30:00;30;Cable;MTV2
Basketball;Sports, Basketball;0;2016-05-02 04:30:00;60;Cable;NBA
SpongeBob SquarePants;Children;0;2016-05-02 04:30:00;30;Cable;NICK
The Journey;Sports, Hunting;0;2016-05-02 04:30:00;30;Cable;OUT
Movie;Movies, Comedy;2;2016-05-02 04:30:00;120;Cable;OVA
Like a Boss;Docu-Series;0;2016-05-02 04:30:00;60;Cable;OXY
The Closer;Drama;0;2016-05-02 04:30:00;60;Broadcast;WPCH
Animal Atlas;Animals;0;2016-05-02 04:30:00;30;Broadcast;QUBO
National Tractor Pulling;Sports, Automotive;0;2016-05-02 04:30:00;30;Cable;RFD
House of Lies;Comedy;0;2016-05-02 04:30:00;30;Cable;SHO
Clangers;Animated;0;2016-05-02 04:30:00;30;Broadcast;SPRT
Movie;Movies, Comedy;2;2016-05-02 04:30:00;100;Cable;SRZC
Movie;Movies, Animated;3;2016-05-02 04:30:00;120;Cable;TBS
All Grown Up;Children;0;2016-05-02 04:30:00;30;Cable;TNICK
Unwrapped;Food;0;2016-05-02 04:30:00;30;Cable;COOK
Movie;Movies, Horror;0;2016-05-02 04:30:00;90;Cable;TMCX
The King of Queens;Sitcom;0;2016-05-02 04:30:00;30;Cable;TVLAND
The Real Housewives of Beverly Hills;Reality TV;0;2016-05-02 04:31:00;61;Cable;BRAVO
TruTV's Top Funniest;Comedy;0;2016-05-02 04:32:00;30;Cable;TRUTV-HD
Friends;Sitcom;0;2016-05-02 04:33:00;33;Cable;NTOO
Friends;Sitcom;0;2016-05-02 04:33:00;33;Cable;NICK
Movie;Movies, Adult;0;2016-05-02 04:35:00;85;Cable;MAX1
Movie;Movies, Action;3;2016-05-02 04:35:00;120;Cable;FLIX
Movie;Movies, Drama;3;2016-05-02 04:35:00;115;Cable;PLEX
Movie;Movies, Documentary;0;2016-05-02 04:40:00;85;Cable;BYND
BBC World News;News;0;2016-05-02 04:45:00;15;Cable;BBCW
Outlander;Drama;0;2016-05-02 04:45:00;60;Cable;STARZ
Movie;Movies, Thriller;3;2016-05-02 04:45:00;115;Cable;STZENC
Movie;Movies, Horror;0;2016-05-02 04:45:00;85;Cable;STZESU
Bubble Guppies;Children;0;2016-05-02 04:48:00;24;Cable;NICKJ
Movie;Movies;0;2016-05-02 04:50:00;115;Cable;CINEL
Movie;Movies, Drama;0;2016-05-02 04:50:00;150;Cable;INDI
Movie;Movies, Action;2;2016-05-02 05:00:00;110;Cable;MAX3
Forbidden History;History;0;2016-05-02 05:00:00;60;Cable;AHC
The Jeffersons;Sitcom;0;2016-05-02 05:00:00;30;Broadcast;Antenna
BBC World News;News;0;2016-05-02 05:00:00;30;Cable;BBCW
Tennis;Sports, Tennis;0;2016-05-02 05:00:00;120;Cable;beINS
Campmeeting;Religious;0;2016-05-02 05:00:00;60;Cable;BET
Countdown;Business;0;2016-05-02 05:00:00;90;Cable;BLM-US
Tom & Jerry;Children, Animated;0;2016-05-02 05:00:00;30;Cable;BOOM
The Cleveland Show;Animated;0;2016-05-02 05:00:00;30;Cable;TOON
Motocross;Sports, Motorcycle Racing;0;2016-05-02 05:00:00;60;Cable;CBSSN
The X-Files;Sci-Fi;0;2016-05-02 05:00:00;60;Cable;CHL
Fantasy Island;Drama;0;2016-05-02 05:00:00;60;Cable;CLOO
Cops: Reloaded;Reality TV;0;2016-05-02 05:00:00;30;Cable;CMTUS
Undercover Boss;Reality TV;0;2016-05-02 05:00:00;60;Cable;CNBC
United Shades Of America;Specials;0;2016-05-02 05:00:00;60;Cable;CNN
Excused;Reality TV;0;2016-05-02 05:00:00;30;Cable;COSMO
The Avengers;Drama;0;2016-05-02 05:00:00;60;Broadcast;COZI
Bake Decorate Celebrate;Food;0;2016-05-02 05:00:00;30;Broadcast;CREATE
Rookies;Reality TV;0;2016-05-02 05:00:00;30;;CIN
Community;Sitcom;0;2016-05-02 05:00:00;30;Broadcast;CW+
Reflections;Religious;0;2016-05-02 05:00:00;30;Broadcast;DSTAR
The Phil Silvers Show;Sitcom;0;2016-05-02 05:00:00;30;Broadcast;Decades
Ghost Asylum;Documentary;0;2016-05-02 05:00:00;60;Cable;DEST
Property Ladder;Home;0;2016-05-02 05:00:00;60;Cable;DFC
Sex Sent Me to the Slammer;Docu-Series;0;2016-05-02 05:00:00;60;Cable;DFL
Good Luck Charlie;Children;0;2016-05-02 05:00:00;30;Cable;DISN
Jake and the Never Land Pirates;Animated;0;2016-05-02 05:00:00;30;Cable;DISNJR
Phineas and Ferb;Children;0;2016-05-02 05:00:00;30;Cable;DISNXD
Barnwood Builders;Home;0;2016-05-02 05:00:00;60;Cable;DIY
Keeping Up With the Kardashians;Reality TV;0;2016-05-02 05:00:00;60;Cable;E!
SportsCenter Top Ten;Sports, Miscellaneous;0;2016-05-02 05:00:00;30;Cable;ESPNN
SportsCenter Special;Sports, Miscellaneous;0;2016-05-02 05:00:00;30;Cable;ESPN2
The Getaway;Travel;0;2016-05-02 05:00:00;60;Cable;ESQTV
Indigo Thread Company Fashions;Shopping;0;2016-05-02 05:00:00;60;Cable;EVINE
Movie;Movies, Drama;3;2016-05-02 05:00:00;120;Broadcast;FAMUSA
The Rookies;Drama;0;2016-05-02 05:00:00;60;Broadcast;FAMN
Cutthroat Kitchen;Reality TV;0;2016-05-02 05:00:00;60;Cable;FOOD
Paid Program;Paid Program;0;2016-05-02 05:00:00;60;Cable;FOXB
Central Fox;Sports, News;0;2016-05-02 05:00:00;60;Cable;FOXD
The Man Who Killed Usama Bin Laden;Political;0;2016-05-02 05:00:00;60;Cable;FNC
Baseball;Sports, Baseball;0;2016-05-02 05:00:00;120;Cable;FSM
Life Today With James Robison;Religious;0;2016-05-02 05:00:00;30;Cable;FREE
Mike & Molly;Sitcom;0;2016-05-02 05:00:00;30;Cable;FX
In Living Color;Comedy;0;2016-05-02 05:00:00;30;Cable;FXX
Flipping Vegas;Reality TV;0;2016-05-02 05:00:00;60;Cable;FYI
Flea Market Flip;Home;0;2016-05-02 05:00:00;30;Cable;GAC
Paid Program;Paid Program;0;2016-05-02 05:00:00;30;Broadcast;GALA
Chain Reaction;Game Shows;0;2016-05-02 05:00:00;30;Cable;GSN
The Commish;Drama;0;2016-05-02 05:00:00;60;Broadcast;H&I
Frasier;Sitcom;0;2016-05-02 05:00:00;30;Cable;HALL
Murder, She Wrote;Drama;0;2016-05-02 05:00:00;60;Cable;HMC
Silicon Valley;Sitcom;0;2016-05-02 05:00:00;30;Cable;HBO
Veep;Drama;0;2016-05-02 05:00:00;30;Cable;HBOL
Island Life;Home;0;2016-05-02 05:00:00;30;Cable;HGTV
Forensic Files;Docu-Series;0;2016-05-02 05:00:00;30;Cable;HLN
Michael Anthony Jewelry;Shopping;0;2016-05-02 05:00:00;60;Broadcast;HSN
Movie;Movies, Action;2;2016-05-02 05:00:00;135;Cable;IFC
Flashpoint;Drama;0;2016-05-02 05:00:00;60;Broadcast;ION
Jewelry TV;Paid Program;0;2016-05-02 05:00:00;300;Broadcast;JTV
Bring It!;Reality TV;0;2016-05-02 05:00:00;60;Cable;LIFERW
Saturday Night Live;Comedy;0;2016-05-02 05:00:00;60;Cable;LOGO
El santo rosario;Religious;0;2016-05-02 05:00:00;60;Cable;MAR
Movie;Movies, Comedy;2;2016-05-02 05:00:00;145;;MGMHD
Modern Marvels;Science;0;2016-05-02 05:00:00;60;;MHC
Poker;Sports, Cards;0;2016-05-02 05:00:00;60;Cable;MSG+
Lockup;Documentary;0;2016-05-02 05:00:00;60;Cable;MSNBC
The Wayans Brothers;Sitcom;0;2016-05-02 05:00:00;30;Cable;MTV2
Tina Turner: Live in Holland;Music;0;2016-05-02 05:00:00;120;Cable;MTVL
Space Station Live;Science;0;2016-05-02 05:00:00;60;Broadcast;NASA1
Explorer: Point of No Return;Docu-Series;0;2016-05-02 05:00:00;60;Cable;NGEO
Wild Yellowstone;Docu-Series;0;2016-05-02 05:00:00;60;Cable;NGW
Premier League Match of the Week;Sports, Soccer;0;2016-05-02 05:00:00;120;Cable;NBCSN
El vato;Regular;0;2016-05-02 05:00:00;60;Cable;NBCUN
Path to the Draft;Sports, Football;0;2016-05-02 05:00:00;120;Cable;NFLN
The Legend of Korra;Animated;0;2016-05-02 05:00:00;30;Cable;NICK
WildGame Nation;Reality TV;0;2016-05-02 05:00:00;30;Cable;OUT
Masterpiece Mystery!;Drama;0;2016-05-02 05:00:00;60;Broadcast;PBSHD
10 Towns That Changed America;Documentary;0;2016-05-02 05:00:00;60;Broadcast;World
Islands of the Future;Documentary;0;2016-05-02 05:00:00;60;Cable;PIVOT
Pearlie;Children;0;2016-05-02 05:00:00;30;Broadcast;QUBO
Special;Specials;0;2016-05-02 05:00:00;60;Cable;REELZ
Classic Tractor Fever;Hobbies & Crafts;0;2016-05-02 05:00:00;60;Cable;RFD
Penny Dreadful;Drama;0;2016-05-02 05:00:00;60;Cable;SHO
The Lost Jungle;Travel;0;2016-05-02 05:00:00;60;Cable;SILVSC
Life or Debt;Regular;0;2016-05-02 05:00:00;60;Cable;SPIKE
Clangers;Animated;0;2016-05-02 05:00:00;30;Broadcast;SPRT
Movie;Movies, Religious;0;2016-05-02 05:00:00;90;Broadcast;TBN
100 Years 100 Events;Documentary;0;2016-05-02 05:00:00;10;Cable;TEACH
Angry Beavers;Children;0;2016-05-02 05:00:00;30;Cable;TNICK
Unwrapped 2.0;Food;0;2016-05-02 05:00:00;30;Cable;COOK
Tornado Alley;Science;0;2016-05-02 05:00:00;60;Cable;WEA
Movie;Movies, Drama;2;2016-05-02 05:00:00;120;Cable;TNT
America Declassified;Documentary;0;2016-05-02 05:00:00;60;Cable;TRAVEL
The Golden Girls;Sitcom;0;2016-05-02 05:00:00;30;Cable;TVLAND
Unsung;Biography;0;2016-05-02 05:00:00;60;Cable;TV1
Al punto;News Magazine;0;2016-05-02 05:00:00;60;Broadcast;UNI
Misfit Garage;Automotive;0;2016-05-02 05:00:00;60;Cable;VELO
Black Ink Crew;Reality TV;0;2016-05-02 05:00:00;60;Cable;VH1
Live From Daryl's House;Music;0;2016-05-02 05:00:00;60;Cable;VH1-C
NOISEY;Music;0;2016-05-02 05:00:00;60;Cable;VICE
Estelares Vme;Regular;0;2016-05-02 05:00:00;60;Broadcast;V-ME
CSI: Miami;Drama;0;2016-05-02 05:00:00;60;Cable;WE
Moments of Glory;Sports, Baseball;0;2016-05-02 05:00:00;30;Cable;YES
American Pickers;Documentary;0;2016-05-02 05:01:00;60;Cable;HIST
Motive;Drama;0;2016-05-02 05:01:00;60;Cable;USA
Naked and Afraid;Reality TV;0;2016-05-02 05:02:00;60;Cable;DISC
Movie;Movies, Thriller;0;2016-05-02 05:02:00;122;Cable;LIFE
Who Do You Think You Are?;Documentary;0;2016-05-02 05:02:00;60;Cable;TLC
TruTV's Top Funniest;Comedy;0;2016-05-02 05:02:00;29;Cable;TRUTV-HD
Intervention: Then and Now;Reality TV;0;2016-05-02 05:03:00;60;Cable;A&E
Talking Dead;Talk Shows;0;2016-05-02 05:03:00;59;Cable;AMC
MythBusters;Science;0;2016-05-02 05:03:00;61;Cable;SCI
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 05:06:00;33;Cable;NTOO
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 05:06:00;33;Cable;NICK
Amy Schumer Presents Rachel Feinstein: Only Whores Wear Purple;Comedy, Specials;0;2016-05-02 05:08:00;64;Cable;COMC
River Monsters: Unhooked;Animals;0;2016-05-02 05:09:00;57;Cable;ANPL
Litany of the Sacred Heart;Religious;0;2016-05-02 05:10:00;20;Cable;EWTN
100 Years 100 Events;Documentary;0;2016-05-02 05:10:00;10;Cable;TEACH
Dora and Friends: Into the City!;Children;0;2016-05-02 05:12:00;24;Cable;NICKJ
Movie;Movies, Comedy;2;2016-05-02 05:15:00;100;Cable;HBOC
Movie;Movies, Action;0;2016-05-02 05:15:00;95;Cable;STZEAC
Movie;Movies, Drama;1;2016-05-02 05:20:00;135;Cable;STZECL
Movie;Movies, Western;3;2016-05-02 05:20:00;105;Cable;STZEWS
100 Years 100 Events;Documentary;0;2016-05-02 05:20:00;10;Cable;TEACH
Movie;Movies;0;2016-05-02 05:25:00;85;Cable;ZONE
The Johnny Carson Show;Comedy;0;2016-05-02 05:30:00;90;Broadcast;Antenna
World Business Report;Business;0;2016-05-02 05:30:00;15;Cable;BBCW
Looney Tunes;Children;0;2016-05-02 05:30:00;30;Cable;BOOM
The Cleveland Show;Animated;0;2016-05-02 05:30:00;30;Cable;TOON
Cops: Reloaded;Reality TV;0;2016-05-02 05:30:00;30;Cable;CMTUS
Excused;Reality TV;0;2016-05-02 05:30:00;30;Cable;COSMO
Music Voyager;Travel;0;2016-05-02 05:30:00;30;Broadcast;CREATE
Rookies;Reality TV;0;2016-05-02 05:30:00;30;;CIN
Intelligence for Your Life;Documentary;0;2016-05-02 05:30:00;30;Broadcast;CW+
Brian Houston@Hillsong TV;Religious;0;2016-05-02 05:30:00;30;Broadcast;DSTAR
The Phil Silvers Show;Sitcom;0;2016-05-02 05:30:00;30;Broadcast;Decades
Dog With a Blog;Children;0;2016-05-02 05:30:00;30;Cable;DISN
Kate and Mim-Mim;Children;0;2016-05-02 05:30:00;30;Cable;DISNJR
Phineas and Ferb;Children;0;2016-05-02 05:30:00;30;Cable;DISNXD
SportsCenter;Sports, News;0;2016-05-02 05:30:00;90;Cable;ESPND
E:60 Profile;Sports, Miscellaneous;0;2016-05-02 05:30:00;30;Cable;ESPNN
SportsCenter;Sports, News;0;2016-05-02 05:30:00;90;Cable;ESPN2
Priests and Deacons: Ministers of Mercy;Religious;0;2016-05-02 05:30:00;30;Cable;EWTN
Paid Program;Paid Program;0;2016-05-02 05:30:00;30;Cable;FREE
Mike & Molly;Sitcom;0;2016-05-02 05:30:00;30;Cable;FX
In Living Color;Comedy;0;2016-05-02 05:30:00;30;Cable;FXX
Flea Market Flip;Home;0;2016-05-02 05:30:00;30;Cable;GAC
Paid Program;Paid Program;0;2016-05-02 05:30:00;30;Broadcast;GALA
Chain Reaction;Game Shows;0;2016-05-02 05:30:00;30;Cable;GSN
Golf Central;Sports, News, Golf;0;2016-05-02 05:30:00;60;Cable;GOLF
Frasier;Sitcom;0;2016-05-02 05:30:00;30;Cable;HALL
Game of Thrones;Drama;0;2016-05-02 05:30:00;60;Cable;HBO
Movie;Movies, Animated;3;2016-05-02 05:30:00;65;Cable;HBOF
Silicon Valley;Sitcom;0;2016-05-02 05:30:00;30;Cable;HBOL
Island Life;Home;0;2016-05-02 05:30:00;30;Cable;HGTV
Forensic Files;Docu-Series;0;2016-05-02 05:30:00;30;Cable;HLN
Plays of the Month;Sports, Baseball;0;2016-05-02 05:30:00;60;Cable;MLB
The Wayans Brothers;Sitcom;0;2016-05-02 05:30:00;30;Cable;MTV2
NBA GameTime;Sports, Basketball;0;2016-05-02 05:30:00;30;Cable;NBA
The Legend of Korra;Animated;0;2016-05-02 05:30:00;30;Cable;NICK
Jim Shockey's Hunting Adventures;Sports, Hunting;0;2016-05-02 05:30:00;30;Cable;OUT
Quit Your Day Job;Docu-Series;0;2016-05-02 05:30:00;60;Cable;OXY
Are We There Yet?;Sitcom;0;2016-05-02 05:30:00;30;Broadcast;WPCH
Amazing Dog Tales;Animals;0;2016-05-02 05:30:00;30;Cable;PET
Pearlie;Children;0;2016-05-02 05:30:00;30;Broadcast;QUBO
Movie;Movies, Horror;0;2016-05-02 05:30:00;90;Cable;NEXT
Movie;Movies, Action;3;2016-05-02 05:30:00;105;Cable;SHO3
Pajanimals;Children;0;2016-05-02 05:30:00;90;Broadcast;SPRT
Movie;Movies, Action;2;2016-05-02 05:30:00;100;Cable;STZEBK
100 Years 100 Events;Documentary;0;2016-05-02 05:30:00;10;Cable;TEACH
Angry Beavers;Children;0;2016-05-02 05:30:00;30;Cable;TNICK
Programa pagado;Paid Program;0;2016-05-02 05:30:00;30;Broadcast;MUN
Unwrapped;Food;0;2016-05-02 05:30:00;30;Cable;COOK
The Golden Girls;Sitcom;0;2016-05-02 05:30:00;30;Cable;TVLAND
The Joe Girardi Show;Sports, Baseball;0;2016-05-02 05:30:00;30;Cable;YES
TruTV's Top Funniest;Comedy;0;2016-05-02 05:31:00;30;Cable;TRUTV-HD
The Real Housewives of New York City;Reality TV;0;2016-05-02 05:32:00;60;Cable;BRAVO
Movie;Movies, Horror;2;2016-05-02 05:35:00;90;Cable;HBO4
Movie;Movies, Drama;4;2016-05-02 05:35:00;130;Cable;RETRO
Steve-O: Guilty as Charged;Comedy;0;2016-05-02 05:35:00;55;Cable;SHOWEX
Movie;Movies, Comedy/Drama;2;2016-05-02 05:35:00;100;Cable;STZEFM
Dora and Friends: Into the City!;Children;0;2016-05-02 05:36:00;24;Cable;NICKJ
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 05:39:00;33;Cable;NTOO
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 05:39:00;33;Cable;NICK
100 Years 100 Events;Documentary;0;2016-05-02 05:40:00;10;Cable;TEACH
BBC World News;News;0;2016-05-02 05:45:00;15;Cable;BBCW
Movie;Movies, Drama;1;2016-05-02 05:45:00;125;Cable;HBO3
Movie;Movies, Drama;3;2016-05-02 05:45:00;109;Cable;STARZ
Movie;Movies, Drama;4;2016-05-02 05:50:00;130;Cable;CINEMA
Movie;Movies, Fantasy;1;2016-05-02 05:50:00;115;Cable;SRZK
100 Years 100 Events;Documentary;0;2016-05-02 05:50:00;10;Cable;TEACH
Movie;Movies, Drama;2;2016-05-02 05:55:00;105;Cable;MAX2
Myth Hunters;Documentary;0;2016-05-02 06:00:00;60;Cable;AHC
Human Planet;Science;0;2016-05-02 06:00:00;60;Cable;BBC
BBC World News;News;0;2016-05-02 06:00:00;30;Cable;BBCW
Campmeeting;Religious;0;2016-05-02 06:00:00;60;Cable;BET
Baseball;Sports, Baseball;0;2016-05-02 06:00:00;180;Cable;B10
Looney Tunes;Children;0;2016-05-02 06:00:00;30;Cable;BOOM
American Dad;Animated;0;2016-05-02 06:00:00;30;Cable;TOON
Auto Racing;Sports, Auto Racing;0;2016-05-02 06:00:00;120;Cable;CBSSN
Movie;Movies, Romance;3;2016-05-02 06:00:00;180;;CENT
The X-Files;Sci-Fi;0;2016-05-02 06:00:00;60;Cable;CHL
Movie;Movies, Action;3;2016-05-02 06:00:00;145;Cable;MAX1
Fantasy Island;Drama;0;2016-05-02 06:00:00;60;Cable;CLOO
Cops: Reloaded;Reality TV;0;2016-05-02 06:00:00;30;Cable;CMTUS
Paid Program;Paid Program;0;2016-05-02 06:00:00;30;Cable;CNBC
CNN Newsroom;News Magazine;0;2016-05-02 06:00:00;60;Cable;CNN
Movie;Movies, Sci-Fi;1;2016-05-02 06:00:00;120;Broadcast;Comet
Love and Hip-Hop: Atlanta;Reality TV;0;2016-05-02 06:00:00;60;Cable;COSMO
The Avengers;Drama;0;2016-05-02 06:00:00;60;Broadcast;COZI
Martha Bakes;Food;0;2016-05-02 06:00:00;30;Broadcast;CREATE
Bordertown: Laredo;Reality TV;0;2016-05-02 06:00:00;30;;CIN
Paid Program;Paid Program;0;2016-05-02 06:00:00;30;Broadcast;CW+
Joni Lamb Table Talk;Discussion;0;2016-05-02 06:00:00;30;Broadcast;DSTAR
The Phil Silvers Show;Sitcom;0;2016-05-02 06:00:00;30;Broadcast;Decades
Ghost Asylum;Documentary;0;2016-05-02 06:00:00;60;Cable;DEST
While You Were Out;Home;0;2016-05-02 06:00:00;60;Cable;DFC
Paid Program;Paid Program;0;2016-05-02 06:00:00;30;Cable;DFL
Austin & Ally;Children;0;2016-05-02 06:00:00;30;Cable;DISN
Octonauts;Children;0;2016-05-02 06:00:00;30;Cable;DISNJR
Fish Hooks;Children;0;2016-05-02 06:00:00;30;Cable;DISNXD
Barnwood Builders;Home;0;2016-05-02 06:00:00;60;Cable;DIY
#RichKids of Beverly Hills;Reality TV;0;2016-05-02 06:00:00;60;Cable;E!
